state,Party,Popular.vote,year,state_winner,state_winner_votes,Electoral.vote
Hawaii,Democratic,179310,1992,Democratic,179310,4
Hawaii,Republican,136822,1992,Democratic,179310,4
Hawaii,Independent,53003,1992,Democratic,179310,4
Hawaii,Democratic,205012,1996,Democratic,205012,4
Hawaii,Republican,113943,1996,Democratic,205012,4
Hawaii,Reform,27358,1996,Democratic,205012,4
Hawaii,Democratic,205286,2000,Democratic,205286,4
Hawaii,Republican,137845,2000,Democratic,205286,4
Hawaii,Green,21623,2000,Democratic,205286,4
Hawaii,Democratic,231708,2004,Democratic,231708,4
Hawaii,Republican,194191,2004,Democratic,231708,4
Hawaii,Democratic,325871,2008,Democratic,325871,4
Hawaii,Republican,120566,2008,Democratic,325871,4
Hawaii,Democratic,306658,2012,Democratic,306658,4
Hawaii,Republican,121015,2012,Democratic,306658,4
Hawaii,Democratic,266891,2016,Democratic,266891,3
Hawaii,Republican,128847,2016,Democratic,266891,3
Idaho,Republican,88975,1920,Republican,88975,4
Idaho,Democratic,46579,1920,Republican,88975,4
Idaho,Republican,69879,1924,Republican,69879,4
Idaho,Progressive,54160,1924,Republican,69879,4
Idaho,Democratic,24256,1924,Republican,69879,4
Idaho,Republican,97322,1928,Republican,97322,4
Idaho,Democratic,52926,1928,Republican,97322,4
Idaho,Democratic,109479,1932,Democratic,109479,4
Idaho,Republican,71417,1932,Democratic,109479,4
Idaho,Democratic,125683,1936,Democratic,125683,4
Idaho,Republican,66256,1936,Democratic,125683,4
Idaho,Democratic,127842,1940,Democratic,127842,4
Idaho,Republican,106553,1940,Democratic,127842,4
Idaho,Democratic,107399,1944,Democratic,107399,4
Idaho,Republican,100137,1944,Democratic,107399,4
Idaho,Democratic,107370,1948,Democratic,107370,4
Idaho,Republican,101514,1948,Democratic,107370,4
Idaho,Republican,180707,1952,Republican,180707,4
Idaho,Democratic,95081,1952,Republican,180707,4
Idaho,Republican,166979,1956,Republican,166979,4
Idaho,Democratic,105868,1956,Republican,166979,4
Idaho,Republican,161597,1960,Republican,161597,4
Idaho,Democratic,138853,1960,Republican,161597,4
Idaho,Democratic,148920,1964,Democratic,148920,4
Idaho,Republican,143577,1964,Democratic,148920,4
Idaho,Republican,165369,1968,Republican,165369,4
Idaho,Democratic,89273,1968,Republican,165369,4
Idaho,American Independent,36541,1968,Republican,165369,4
Idaho,Republican,199384,1972,Republican,199384,4
Idaho,Democratic,80826,1972,Republican,199384,4
Idaho,American Independent,28869,1972,Republican,199384,4
Idaho,Republican,204151,1976,Republican,204151,4
Idaho,Democratic,126549,1976,Republican,204151,4
Idaho,Republican,290699,1980,Republican,290699,4
Idaho,Democratic,110192,1980,Republican,290699,4
Idaho,Independent,27058,1980,Republican,290699,4
Idaho,Republican,297523,1984,Republican,297523,4
Idaho,Democratic,108510,1984,Republican,297523,4
Idaho,Republican,253881,1988,Republican,253881,4
Idaho,Democratic,147272,1988,Republican,253881,4
Idaho,Republican,202645,1992,Republican,202645,4
Idaho,Democratic,137013,1992,Republican,202645,4
Idaho,Independent,130395,1992,Republican,202645,4
Idaho,Republican,256595,1996,Republican,256595,4
Idaho,Democratic,165443,1996,Republican,256595,4
Idaho,Reform,62518,1996,Republican,256595,4
Idaho,Republican,336937,2000,Republican,336937,4
Idaho,Democratic,138637,2000,Republican,336937,4
Idaho,Republican,409235,2004,Republican,409235,4
Idaho,Democratic,181098,2004,Republican,409235,4
Idaho,Republican,403012,2008,Republican,403012,4
Idaho,Democratic,236440,2008,Republican,403012,4
Idaho,Republican,420911,2012,Republican,420911,4
Idaho,Democratic,212787,2012,Republican,420911,4
Idaho,Republican,409055,2016,Republican,409055,4
Idaho,Democratic,189765,2016,Republican,409055,4
Idaho,Independent,46476,2016,Republican,409055,4
Illinois,Republican,1420480,1920,Republican,1420480,29
Illinois,Democratic,534395,1920,Republican,1420480,29
Illinois,Republican,1453321,1924,Republican,1453321,29
Illinois,Democratic,576975,1924,Republican,1453321,29
Illinois,Progressive,432027,1924,Republican,1453321,29
Illinois,Republican,1769141,1928,Republican,1769141,29
Illinois,Democratic,1313817,1928,Republican,1769141,29
Illinois,Democratic,1882304,1932,Democratic,1882304,29
Illinois,Republican,1432756,1932,Democratic,1882304,29
Illinois,Democratic,2282999,1936,Democratic,2282999,29
Illinois,Republican,1570393,1936,Democratic,2282999,29
Illinois,Democratic,2149934,1940,Democratic,2149934,29
Illinois,Republican,2047240,1940,Democratic,2149934,29
Illinois,Democratic,2079479,1944,Democratic,2079479,28
Illinois,Republican,1939314,1944,Democratic,2079479,28
Illinois,Democratic,1994715,1948,Democratic,1994715,28
Illinois,Republican,1961103,1948,Democratic,1994715,28
Illinois,Republican,2457327,1952,Republican,2457327,27
Illinois,Democratic,2013920,1952,Republican,2457327,27
Illinois,Republican,2623327,1956,Republican,2623327,27
Illinois,Democratic,1775682,1956,Republican,2623327,27
Illinois,Democratic,2377846,1960,Democratic,2377846,27
Illinois,Republican,2368988,1960,Democratic,2377846,27
Illinois,Democratic,2796833,1964,Democratic,2796833,26
Illinois,Republican,1905946,1964,Democratic,2796833,26
Illinois,Republican,2174774,1968,Republican,2174774,26
Illinois,Democratic,2039814,1968,Republican,2174774,26
Illinois,American Independent,390958,1968,Republican,2174774,26
Illinois,Republican,2788179,1972,Republican,2788179,26
Illinois,Democratic,1913472,1972,Republican,2788179,26
Illinois,Republican,2364269,1976,Republican,2364269,26
Illinois,Democratic,2271295,1976,Republican,2364269,26
Illinois,Republican,2358049,1980,Republican,2358049,26
Illinois,Democratic,1981413,1980,Republican,2358049,26
Illinois,Independent,346754,1980,Republican,2358049,26
Illinois,Republican,2707103,1984,Republican,2707103,24
Illinois,Democratic,2086499,1984,Republican,2707103,24
Illinois,Republican,2310939,1988,Republican,2310939,24
Illinois,Democratic,2215940,1988,Republican,2310939,24
Illinois,Democratic,2453350,1992,Democratic,2453350,22
Illinois,Republican,1734096,1992,Democratic,2453350,22
Illinois,Independent,840515,1992,Democratic,2453350,22
Illinois,Democratic,2341744,1996,Democratic,2341744,22
Illinois,Republican,1587021,1996,Democratic,2341744,22
Illinois,Reform,346408,1996,Democratic,2341744,22
Illinois,Democratic,2589026,2000,Democratic,2589026,22
Illinois,Republican,2019421,2000,Democratic,2589026,22
Illinois,Democratic,2891550,2004,Democratic,2891550,21
Illinois,Republican,2345946,2004,Democratic,2891550,21
Illinois,Democratic,3419348,2008,Democratic,3419348,21
Illinois,Republican,2031179,2008,Democratic,3419348,21
Illinois,Democratic,3019512,2012,Democratic,3019512,20
Illinois,Republican,2135216,2012,Democratic,3019512,20
Illinois,Democratic,3090729,2016,Democratic,3090729,20
Illinois,Republican,2146015,2016,Democratic,3090729,20
Indiana,Republican,696370,1920,Republican,696370,15
Indiana,Democratic,511364,1920,Republican,696370,15
Indiana,Republican,703042,1924,Republican,703042,15
Indiana,Democratic,492245,1924,Republican,703042,15
Indiana,Progressive,71700,1924,Republican,703042,15
Indiana,Republican,848290,1928,Republican,848290,15
Indiana,Democratic,562691,1928,Republican,848290,15
Indiana,Democratic,862054,1932,Democratic,862054,14
Indiana,Republican,677184,1932,Democratic,862054,14
Indiana,Democratic,934974,1936,Democratic,934974,14
Indiana,Republican,691570,1936,Democratic,934974,14
Indiana,Republican,899466,1940,Republican,899466,14
Indiana,Democratic,874063,1940,Republican,899466,14
Indiana,Republican,875891,1944,Republican,875891,13
Indiana,Democratic,781403,1944,Republican,875891,13
Indiana,Republican,821079,1948,Republican,821079,13
Indiana,Democratic,807833,1948,Republican,821079,13
Indiana,Republican,1136259,1952,Republican,1136259,13
Indiana,Democratic,801530,1952,Republican,1136259,13
Indiana,Republican,1182811,1956,Republican,1182811,13
Indiana,Democratic,783908,1956,Republican,1182811,13
Indiana,Republican,1175120,1960,Republican,1175120,13
Indiana,Democratic,952358,1960,Republican,1175120,13
Indiana,Democratic,1170848,1964,Democratic,1170848,13
Indiana,Republican,911118,1964,Democratic,1170848,13
Indiana,Republican,1067885,1968,Republican,1067885,13
Indiana,Democratic,806659,1968,Republican,1067885,13
Indiana,American Independent,243108,1968,Republican,1067885,13
Indiana,Republican,1405154,1972,Republican,1405154,13
Indiana,Democratic,708568,1972,Republican,1405154,13
Indiana,Republican,1183958,1976,Republican,1183958,13
Indiana,Democratic,1014714,1976,Republican,1183958,13
Indiana,Republican,1255656,1980,Republican,1255656,13
Indiana,Democratic,844197,1980,Republican,1255656,13
Indiana,Republican,1377230,1984,Republican,1377230,12
Indiana,Democratic,841481,1984,Republican,1377230,12
Indiana,Republican,1297763,1988,Republican,1297763,12
Indiana,Democratic,860643,1988,Republican,1297763,12
Indiana,Republican,989375,1992,Republican,989375,12
Indiana,Democratic,848420,1992,Republican,989375,12
Indiana,Independent,455934,1992,Republican,989375,12
Indiana,Republican,1006693,1996,Republican,1006693,12
Indiana,Democratic,887424,1996,Republican,1006693,12
Indiana,Reform,224299,1996,Republican,1006693,12
Indiana,Republican,1245836,2000,Republican,1245836,12
Indiana,Democratic,901980,2000,Republican,1245836,12
Indiana,Republican,1479438,2004,Republican,1479438,11
Indiana,Democratic,969011,2004,Republican,1479438,11
Indiana,Democratic,1374039,2008,Democratic,1374039,11
Indiana,Republican,1345648,2008,Democratic,1374039,11
Indiana,Republican,1420543,2012,Republican,1420543,11
Indiana,Democratic,1152887,2012,Republican,1420543,11
Indiana,Republican,1557286,2016,Republican,1557286,11
Indiana,Democratic,1033126,2016,Republican,1557286,11
Iowa,Republican,634674,1920,Republican,634674,13
Iowa,Democratic,227921,1920,Republican,634674,13
Iowa,Republican,537458,1924,Republican,537458,13
Iowa,Progressive,274448,1924,Republican,537458,13
Iowa,Democratic,160382,1924,Republican,537458,13
Iowa,Republican,623570,1928,Republican,623570,13
Iowa,Democratic,379311,1928,Republican,623570,13
Iowa,Democratic,598019,1932,Democratic,598019,11
Iowa,Republican,414433,1932,Democratic,598019,11
Iowa,Democratic,621756,1936,Democratic,621756,11
Iowa,Republican,487977,1936,Democratic,621756,11
Iowa,Republican,632370,1940,Republican,632370,11
Iowa,Democratic,578800,1940,Republican,632370,11
Iowa,Republican,547267,1944,Republican,547267,10
Iowa,Democratic,499876,1944,Republican,547267,10
Iowa,Democratic,522380,1948,Democratic,522380,10
Iowa,Republican,494018,1948,Democratic,522380,10
Iowa,Republican,808906,1952,Republican,808906,10
Iowa,Democratic,451513,1952,Republican,808906,10
Iowa,Republican,729187,1956,Republican,729187,10
Iowa,Democratic,501858,1956,Republican,729187,10
Iowa,Republican,722381,1960,Republican,722381,10
Iowa,Democratic,550565,1960,Republican,722381,10
Iowa,Democratic,733030,1964,Democratic,733030,9
Iowa,Republican,449148,1964,Democratic,733030,9
Iowa,Republican,619106,1968,Republican,619106,9
Iowa,Democratic,476699,1968,Republican,619106,9
Iowa,American Independent,66422,1968,Republican,619106,9
Iowa,Republican,706207,1972,Republican,706207,8
Iowa,Democratic,496206,1972,Republican,706207,8
Iowa,Republican,632863,1976,Republican,632863,8
Iowa,Democratic,619931,1976,Republican,632863,8
Iowa,Republican,676026,1980,Republican,676026,8
Iowa,Democratic,508672,1980,Republican,676026,8
Iowa,Nominated By Petition,115633,1980,Republican,676026,8
Iowa,Republican,703088,1984,Republican,703088,8
Iowa,Democratic,605620,1984,Republican,703088,8
Iowa,Democratic,670557,1988,Democratic,670557,8
Iowa,Republican,545355,1988,Democratic,670557,8
Iowa,Democratic,586353,1992,Democratic,586353,7
Iowa,Republican,504891,1992,Democratic,586353,7
Iowa,Independent,253468,1992,Democratic,586353,7
Iowa,Democratic,620258,1996,Democratic,620258,7
Iowa,Republican,492644,1996,Democratic,620258,7
Iowa,Reform,105159,1996,Democratic,620258,7
Iowa,Democratic,638517,2000,Democratic,638517,7
Iowa,Republican,634373,2000,Democratic,638517,7
Iowa,Republican,751957,2004,Republican,751957,7
Iowa,Democratic,741898,2004,Republican,751957,7
Iowa,Democratic,828940,2008,Democratic,828940,7
Iowa,Republican,682379,2008,Democratic,828940,7
Iowa,Democratic,822544,2012,Democratic,822544,6
Iowa,Republican,730617,2012,Democratic,822544,6
Iowa,Republican,800983,2016,Republican,800983,6
Iowa,Democratic,653669,2016,Republican,800983,6
Kansas,Republican,369268,1920,Republican,369268,10
Kansas,Democratic,185464,1920,Republican,369268,10
Kansas,Republican,407671,1924,Republican,407671,10
Kansas,Democratic,156319,1924,Republican,407671,10
Kansas,Independent,98461,1924,Republican,407671,10
Kansas,Republican,513672,1928,Republican,513672,10
Kansas,Democratic,193003,1928,Republican,513672,10
Kansas,Democratic,424204,1932,Democratic,424204,9
Kansas,Republican,349498,1932,Democratic,424204,9
Kansas,Democratic,464520,1936,Democratic,464520,9
Kansas,Republican,397727,1936,Democratic,464520,9
Kansas,Republican,489169,1940,Republican,489169,9
Kansas,Democratic,364725,1940,Republican,489169,9
Kansas,Republican,442096,1944,Republican,442096,8
Kansas,Democratic,287458,1944,Republican,442096,8
Kansas,Republican,423039,1948,Republican,423039,8
Kansas,Democratic,351902,1948,Republican,423039,8
Kansas,Republican,616302,1952,Republican,616302,8
Kansas,Democratic,273296,1952,Republican,616302,8
Kansas,Republican,566878,1956,Republican,566878,8
Kansas,Democratic,296317,1956,Republican,566878,8
Kansas,Republican,561474,1960,Republican,561474,8
Kansas,Democratic,363213,1960,Republican,561474,8
Kansas,Democratic,464028,1964,Democratic,464028,7
Kansas,Republican,386579,1964,Democratic,464028,7
Kansas,Republican,478674,1968,Republican,478674,7
Kansas,Democratic,302996,1968,Republican,478674,7
Kansas,American Independent,88921,1968,Republican,478674,7
Kansas,Republican,619812,1972,Republican,619812,7
Kansas,Democratic,270287,1972,Republican,619812,7
Kansas,Republican,502752,1976,Republican,502752,7
Kansas,Democratic,430421,1976,Republican,502752,7
Kansas,Republican,566812,1980,Republican,566812,7
Kansas,Democratic,326150,1980,Republican,566812,7
Kansas,Independent,68231,1980,Republican,566812,7
Kansas,Republican,677296,1984,Republican,677296,7
Kansas,Democratic,333149,1984,Republican,677296,7
Kansas,Republican,554049,1988,Republican,554049,7
Kansas,Democratic,422636,1988,Republican,554049,7
Kansas,Republican,446951,1992,Republican,446951,6
Kansas,Democratic,390434,1992,Republican,446951,6
Kansas,Independent,312358,1992,Republican,446951,6
Kansas,Republican,583245,1996,Republican,583245,6
Kansas,Democratic,387659,1996,Republican,583245,6
Kansas,Reform,92639,1996,Republican,583245,6
Kansas,Republican,622332,2000,Republican,622332,6
Kansas,Democratic,399276,2000,Republican,622332,6
Kansas,Republican,736456,2004,Republican,736456,6
Kansas,Democratic,434993,2004,Republican,736456,6
Kansas,Republican,699655,2008,Republican,699655,6
Kansas,Democratic,514765,2008,Republican,699655,6
Kansas,Republican,689809,2012,Republican,689809,6
Kansas,Democratic,439908,2012,Republican,689809,6
Kansas,Republican,671018,2016,Republican,671018,6
Kansas,Democratic,427005,2016,Republican,671018,6
Kentucky,Democratic,456497,1920,Democratic,456497,13
Kentucky,Republican,452480,1920,Democratic,456497,13
Kentucky,Republican,398966,1924,Republican,398966,13
Kentucky,Democratic,374855,1924,Republican,398966,13
Kentucky,Republican,558734,1928,Republican,558734,13
Kentucky,Democratic,381070,1928,Republican,558734,13
Kentucky,Democratic,580574,1932,Democratic,580574,11
Kentucky,Republican,394716,1932,Democratic,580574,11
Kentucky,Democratic,541944,1936,Democratic,541944,11
Kentucky,Republican,369702,1936,Democratic,541944,11
Kentucky,Democratic,557332,1940,Democratic,557332,11
Kentucky,Republican,410384,1940,Democratic,557332,11
Kentucky,Democratic,472589,1944,Democratic,472589,11
Kentucky,Republican,392448,1944,Democratic,472589,11
Kentucky,Democratic,466756,1948,Democratic,466756,11
Kentucky,Republican,341210,1948,Democratic,466756,11
Kentucky,Democratic,495729,1952,Democratic,495729,10
Kentucky,Republican,495029,1952,Democratic,495729,10
Kentucky,Republican,572192,1956,Republican,572192,10
Kentucky,Democratic,476453,1956,Republican,572192,10
Kentucky,Republican,602607,1960,Republican,602607,10
Kentucky,Democratic,521855,1960,Republican,602607,10
Kentucky,Democratic,669659,1964,Democratic,669659,9
Kentucky,Republican,372977,1964,Democratic,669659,9
Kentucky,Republican,462411,1968,Republican,462411,9
Kentucky,Democratic,397541,1968,Republican,462411,9
Kentucky,American,193098,1968,Republican,462411,9
Kentucky,Republican,676446,1972,Republican,676446,9
Kentucky,Democratic,371159,1972,Republican,676446,9
Kentucky,Democratic,615717,1976,Democratic,615717,9
Kentucky,Republican,531852,1976,Democratic,615717,9
Kentucky,Republican,635274,1980,Republican,635274,9
Kentucky,Democratic,616417,1980,Republican,635274,9
Kentucky,Republican,822782,1984,Republican,822782,9
Kentucky,Democratic,539589,1984,Republican,822782,9
Kentucky,Republican,734281,1988,Republican,734281,9
Kentucky,Democratic,580368,1988,Republican,734281,9
Kentucky,Democratic,665104,1992,Democratic,665104,8
Kentucky,Republican,617178,1992,Democratic,665104,8
Kentucky,Independent,203944,1992,Democratic,665104,8
Kentucky,Democratic,636614,1996,Democratic,636614,8
Kentucky,Republican,623283,1996,Democratic,636614,8
Kentucky,Reform,120396,1996,Democratic,636614,8
Kentucky,Republican,872492,2000,Republican,872492,8
Kentucky,Democratic,638898,2000,Republican,872492,8
Kentucky,Republican,1069439,2004,Republican,1069439,8
Kentucky,Democratic,712733,2004,Republican,1069439,8
Kentucky,Republican,1048462,2008,Republican,1048462,8
Kentucky,Democratic,751985,2008,Republican,1048462,8
Kentucky,Republican,1087190,2012,Republican,1087190,8
Kentucky,Democratic,679370,2012,Republican,1087190,8
Kentucky,Republican,1202971,2016,Republican,1202971,8
Kentucky,Democratic,628854,2016,Republican,1202971,8
Louisiana,Democratic,87519,1920,Democratic,87519,10
Louisiana,Republican,38538,1920,Democratic,87519,10
Louisiana,Democratic,93218,1924,Democratic,93218,10
Louisiana,Republican,24670,1924,Democratic,93218,10
Louisiana,Democratic,164655,1928,Democratic,164655,10
Louisiana,Republican,51160,1928,Democratic,164655,10
Louisiana,Democratic,249418,1932,Democratic,249418,10
Louisiana,Republican,18853,1932,Democratic,249418,10
Louisiana,Democratic,292894,1936,Democratic,292894,10
Louisiana,Republican,36791,1936,Democratic,292894,10
Louisiana,Democratic,319751,1940,Democratic,319751,10
Louisiana,Republican,52446,1940,Democratic,319751,10
Louisiana,Democratic,281564,1944,Democratic,281564,10
Louisiana,Republican,67750,1944,Democratic,281564,10
Louisiana,Dixiecrat,204290,1948,Dixiecrat,204290,10
Louisiana,Democratic,136344,1948,Dixiecrat,204290,10
Louisiana,Republican,72657,1948,Dixiecrat,204290,10
Louisiana,Democratic,345027,1952,Democratic,345027,10
Louisiana,Republican,306925,1952,Democratic,345027,10
Louisiana,Republican,329047,1956,Republican,329047,10
Louisiana,Democratic,243977,1956,Republican,329047,10
Louisiana,Independent,44520,1956,Republican,329047,10
Louisiana,Democratic,407339,1960,Democratic,407339,10
Louisiana,Republican,230980,1960,Democratic,407339,10
Louisiana,States Rights,169752,1960,Democratic,407339,10
Louisiana,Republican,509225,1964,Republican,509225,10
Louisiana,Democratic,387068,1964,Republican,509225,10
Louisiana,American Independent,530300,1968,American Independent,530300,10
Louisiana,Democratic,309615,1968,American Independent,530300,10
Louisiana,Republican,257535,1968,American Independent,530300,10
Louisiana,Republican,686852,1972,Republican,686852,10
Louisiana,Democratic,298142,1972,Republican,686852,10
Louisiana,Democratic,661365,1976,Democratic,661365,10
Louisiana,Republican,587446,1976,Democratic,661365,10
Louisiana,Republican,792853,1980,Republican,792853,10
Louisiana,Democratic,708453,1980,Republican,792853,10
Louisiana,Republican,1037299,1984,Republican,1037299,10
Louisiana,Democratic,651586,1984,Republican,1037299,10
Louisiana,Republican,883702,1988,Republican,883702,10
Louisiana,Democratic,717460,1988,Republican,883702,10
Louisiana,Democratic,815971,1992,Democratic,815971,9
Louisiana,Republican,733386,1992,Democratic,815971,9
Louisiana,Independent,211478,1992,Democratic,815971,9
Louisiana,Democratic,927837,1996,Democratic,927837,9
Louisiana,Republican,712586,1996,Democratic,927837,9
Louisiana,Reform,123293,1996,Democratic,927837,9
Louisiana,Republican,927871,2000,Republican,927871,9
Louisiana,Democratic,792344,2000,Republican,927871,9
Louisiana,Republican,1102169,2004,Republican,1102169,9
Louisiana,Democratic,820299,2004,Republican,1102169,9
Louisiana,Republican,1148275,2008,Republican,1148275,9
Louisiana,Democratic,782989,2008,Republican,1148275,9
Louisiana,Republican,1152262,2012,Republican,1152262,8
Louisiana,Democratic,809141,2012,Republican,1152262,8
Louisiana,Republican,1178638,2016,Republican,1178638,8
Louisiana,Democratic,780154,2016,Republican,1178638,8
Maine,Republican,136355,1920,Republican,136355,6
Maine,Democratic,58961,1920,Republican,136355,6
Maine,Republican,138440,1924,Republican,138440,6
Maine,Democratic,41964,1924,Republican,138440,6
Maine,Progressive,11382,1924,Republican,138440,6
Maine,Republican,179923,1928,Republican,179923,6
Maine,Democratic,81179,1928,Republican,179923,6
Maine,Republican,166631,1932,Republican,166631,5
Maine,Democratic,128907,1932,Republican,166631,5
Maine,Republican,168823,1936,Republican,168823,5
Maine,Democratic,126333,1936,Republican,168823,5
Maine,Republican,163951,1940,Republican,163951,5
Maine,Democratic,156478,1940,Republican,163951,5
Maine,Republican,155434,1944,Republican,155434,5
Maine,Democratic,140631,1944,Republican,155434,5
Maine,Republican,150234,1948,Republican,150234,5
Maine,Democratic,111916,1948,Republican,150234,5
Maine,Republican,232353,1952,Republican,232353,5
Maine,Democratic,118806,1952,Republican,232353,5
Maine,Republican,249238,1956,Republican,249238,5
Maine,Democratic,102468,1956,Republican,249238,5
Maine,Republican,240608,1960,Republican,240608,5
Maine,Democratic,181159,1960,Republican,240608,5
Maine,Democratic,262264,1964,Democratic,262264,4
Maine,Republican,118701,1964,Democratic,262264,4
Maine,Democratic,217312,1968,Democratic,217312,4
Maine,Republican,169254,1968,Democratic,217312,4
Maine,Republican,256458,1972,Republican,256458,4
Maine,Democratic,160584,1972,Republican,256458,4
Maine,Republican,236320,1976,Republican,236320,4
Maine,Democratic,232279,1976,Republican,236320,4
Maine,Republican,238522,1980,Republican,238522,4
Maine,Democratic,220974,1980,Republican,238522,4
Maine,Independent,53327,1980,Republican,238522,4
Maine,Republican,336500,1984,Republican,336500,4
Maine,Democratic,214515,1984,Republican,336500,4
Maine,Republican,307131,1988,Republican,307131,4
Maine,Democratic,243569,1988,Republican,307131,4
Maine,Democratic,263420,1992,Democratic,263420,4
Maine,Independent,206820,1992,Democratic,263420,4
Maine,Republican,206504,1992,Democratic,263420,4
Maine,Democratic,312788,1996,Democratic,312788,4
Maine,Republican,186378,1996,Democratic,312788,4
Maine,Reform,85970,1996,Democratic,312788,4
Maine,Democratic,319951,2000,Democratic,319951,4
Maine,Republican,286616,2000,Democratic,319951,4
Maine,Green,37127,2000,Democratic,319951,4
Maine,Democratic,396842,2004,Democratic,396842,4
Maine,Republican,330201,2004,Democratic,396842,4
Maine,Democratic,421923,2008,Democratic,421923,4
Maine,Republican,295273,2008,Democratic,421923,4
Maine,Democratic,401306,2012,Democratic,401306,4
Maine,Republican,292276,2012,Democratic,401306,4
Maine,Democratic,357735,2016,Democratic,357735,3
Maine,Republican,335593,2016,Democratic,357735,3
Maine,Libertarian,38105,2016,Democratic,357735,3
Maryland,Republican,236117,1920,Republican,236117,8
Maryland,Democratic,180626,1920,Republican,236117,8
Maryland,Republican,162414,1924,Republican,162414,8
Maryland,Democratic,148072,1924,Republican,162414,8
Maryland,Progressive,47157,1924,Republican,162414,8
Maryland,Republican,301479,1928,Republican,301479,8
Maryland,Democratic,223626,1928,Republican,301479,8
Maryland,Democratic,314314,1932,Democratic,314314,8
Maryland,Republican,184184,1932,Democratic,314314,8
Maryland,Democratic,389612,1936,Democratic,389612,8
Maryland,Republican,231435,1936,Democratic,389612,8
Maryland,Democratic,384546,1940,Democratic,384546,8
Maryland,Republican,269534,1940,Democratic,384546,8
Maryland,Democratic,315490,1944,Democratic,315490,8
Maryland,Republican,292949,1944,Democratic,315490,8
Maryland,Republican,294814,1948,Republican,294814,8
Maryland,Democratic,286521,1948,Republican,294814,8
Maryland,Republican,499424,1952,Republican,499424,9
Maryland,Democratic,395337,1952,Republican,499424,9
Maryland,Republican,559738,1956,Republican,559738,9
Maryland,Democratic,372613,1956,Republican,559738,9
Maryland,Democratic,565811,1960,Democratic,565811,9
Maryland,Republican,489538,1960,Democratic,565811,9
Maryland,Democratic,730912,1964,Democratic,730912,10
Maryland,Republican,385495,1964,Democratic,730912,10
Maryland,Democratic,538310,1968,Democratic,538310,10
Maryland,Republican,517995,1968,Democratic,538310,10
Maryland,American Independent,178734,1968,Democratic,538310,10
Maryland,Republican,829305,1972,Republican,829305,10
Maryland,Democratic,505781,1972,Republican,829305,10
Maryland,Democratic,759612,1976,Democratic,759612,10
Maryland,Republican,672661,1976,Democratic,759612,10
Maryland,Democratic,726161,1980,Democratic,726161,10
Maryland,Republican,680606,1980,Democratic,726161,10
Maryland,Independent,119537,1980,Democratic,726161,10
Maryland,Republican,879918,1984,Republican,879918,10
Maryland,Democratic,787935,1984,Republican,879918,10
Maryland,Republican,876167,1988,Republican,876167,10
Maryland,Democratic,826304,1988,Republican,876167,10
Maryland,Democratic,988571,1992,Democratic,988571,10
Maryland,Republican,707094,1992,Democratic,988571,10
Maryland,Independent,281414,1992,Democratic,988571,10
Maryland,Democratic,966207,1996,Democratic,966207,10
Maryland,Republican,681530,1996,Democratic,966207,10
Maryland,Reform,115812,1996,Democratic,966207,10
Maryland,Democratic,1145782,2000,Democratic,1145782,10
Maryland,Republican,813797,2000,Democratic,1145782,10
Maryland,Democratic,1334493,2004,Democratic,1334493,10
Maryland,Republican,1024703,2004,Democratic,1334493,10
Maryland,Democratic,1629467,2008,Democratic,1629467,10
Maryland,Republican,959862,2008,Democratic,1629467,10
Maryland,Democratic,1677844,2012,Democratic,1677844,10
Maryland,Republican,971869,2012,Democratic,1677844,10
Maryland,Democratic,1677928,2016,Democratic,1677928,10
Maryland,Republican,943169,2016,Democratic,1677928,10
Massachusetts,Republican,681153,1920,Republican,681153,18
Massachusetts,Democratic,276691,1920,Republican,681153,18
Massachusetts,Republican,703476,1924,Republican,703476,18
Massachusetts,Democratic,280831,1924,Republican,703476,18
Massachusetts,Progressive,141225,1924,Republican,703476,18
Massachusetts,Democratic,792758,1928,Democratic,792758,18
Massachusetts,Republican,775566,1928,Democratic,792758,18
Massachusetts,Democratic,800148,1932,Democratic,800148,17
Massachusetts,Republican,736959,1932,Democratic,800148,17
Massachusetts,Democratic,942716,1936,Democratic,942716,17
Massachusetts,Republican,768613,1936,Democratic,942716,17
Massachusetts,Union,118639,1936,Democratic,942716,17
Massachusetts,Democratic,1076522,1940,Democratic,1076522,17
Massachusetts,Republican,939700,1940,Democratic,1076522,17
Massachusetts,Democratic,1035296,1944,Democratic,1035296,16
Massachusetts,Republican,921350,1944,Democratic,1035296,16
Massachusetts,Democratic,1151788,1948,Democratic,1151788,16
Massachusetts,Republican,909370,1948,Democratic,1151788,16
Massachusetts,Republican,1292325,1952,Republican,1292325,16
Massachusetts,Democratic,1083525,1952,Republican,1292325,16
Massachusetts,Republican,1393197,1956,Republican,1393197,16
Massachusetts,Democratic,948190,1956,Republican,1393197,16
Massachusetts,Democratic,1487174,1960,Democratic,1487174,16
Massachusetts,Republican,976750,1960,Democratic,1487174,16
Massachusetts,Democratic,1786422,1964,Democratic,1786422,14
Massachusetts,Republican,549727,1964,Democratic,1786422,14
Massachusetts,Democratic,1469218,1968,Democratic,1469218,14
Massachusetts,Republican,766844,1968,Democratic,1469218,14
Massachusetts,Democratic,1332540,1972,Democratic,1332540,14
Massachusetts,Republican,1112078,1972,Democratic,1332540,14
Massachusetts,Democratic,1429475,1976,Democratic,1429475,14
Massachusetts,Republican,1030276,1976,Democratic,1429475,14
